graph_id,label,cohort_role,parent_edc_group
307,0,internal_nested_cv,22
308,0,internal_nested_cv,22
309,0,internal_nested_cv,22
310,0,internal_nested_cv,22
311,0,internal_nested_cv,22
312,0,internal_nested_cv,22
313,0,internal_nested_cv,22
314,0,internal_nested_cv,22
315,0,internal_nested_cv,22
316,0,internal_nested_cv,22
317,0,internal_nested_cv,23
318,0,internal_nested_cv,23
319,0,internal_nested_cv,23
320,0,internal_nested_cv,23
321,0,internal_nested_cv,23
322,0,internal_nested_cv,23
323,0,internal_nested_cv,23
324,0,internal_nested_cv,23
325,0,internal_nested_cv,23
326,0,internal_nested_cv,23
327,0,internal_nested_cv,24
328,0,internal_nested_cv,24
329,0,internal_nested_cv,24
330,0,internal_nested_cv,24
331,0,internal_nested_cv,24
332,0,internal_nested_cv,24
333,0,internal_nested_cv,24
334,0,internal_nested_cv,24
335,0,internal_nested_cv,24
336,0,internal_nested_cv,24
337,0,internal_nested_cv,25
338,0,internal_nested_cv,25
339,0,internal_nested_cv,25
340,0,internal_nested_cv,25
341,0,internal_nested_cv,25
342,0,internal_nested_cv,25
343,0,internal_nested_cv,25
344,0,internal_nested_cv,25
345,0,internal_nested_cv,25
346,0,internal_nested_cv,25
347,0,internal_nested_cv,26
348,0,internal_nested_cv,26
349,0,internal_nested_cv,26
350,0,internal_nested_cv,26
351,0,internal_nested_cv,26
352,0,internal_nested_cv,26
353,0,internal_nested_cv,26
354,0,internal_nested_cv,26
355,0,internal_nested_cv,26
356,0,internal_nested_cv,26
357,0,internal_nested_cv,27
358,0,internal_nested_cv,27
359,0,internal_nested_cv,27
360,0,internal_nested_cv,27
361,0,internal_nested_cv,27
362,0,internal_nested_cv,27
363,0,internal_nested_cv,27
364,0,internal_nested_cv,27
365,0,internal_nested_cv,27
366,0,internal_nested_cv,27
367,0,internal_nested_cv,28
368,0,internal_nested_cv,28
369,0,internal_nested_cv,28
370,0,internal_nested_cv,28
371,0,internal_nested_cv,28
372,0,internal_nested_cv,28
373,0,internal_nested_cv,28
374,0,internal_nested_cv,28
375,0,internal_nested_cv,28
376,0,internal_nested_cv,28
377,0,internal_nested_cv,29
378,0,internal_nested_cv,29
379,0,internal_nested_cv,29
380,0,internal_nested_cv,29
381,0,internal_nested_cv,29
382,0,internal_nested_cv,29
383,0,internal_nested_cv,29
384,0,internal_nested_cv,29
385,0,internal_nested_cv,29
386,0,internal_nested_cv,29
387,0,internal_nested_cv,30
388,0,internal_nested_cv,30
389,0,internal_nested_cv,30
390,0,internal_nested_cv,30
391,0,internal_nested_cv,30
392,0,internal_nested_cv,30
393,0,internal_nested_cv,30
394,0,internal_nested_cv,30
395,0,internal_nested_cv,30
396,0,internal_nested_cv,30
397,0,internal_nested_cv,31
398,0,internal_nested_cv,31
399,0,internal_nested_cv,31
400,0,internal_nested_cv,31
401,0,internal_nested_cv,31
402,0,internal_nested_cv,31
403,0,internal_nested_cv,31
404,0,internal_nested_cv,31
405,0,internal_nested_cv,31
406,0,internal_nested_cv,31
407,0,internal_nested_cv,32
408,0,internal_nested_cv,32
409,0,internal_nested_cv,32
410,0,internal_nested_cv,32
411,0,internal_nested_cv,32
412,0,internal_nested_cv,32
413,0,internal_nested_cv,32
414,0,internal_nested_cv,32
415,0,internal_nested_cv,32
416,0,internal_nested_cv,32
417,0,internal_nested_cv,33
418,0,internal_nested_cv,33
419,0,internal_nested_cv,33
420,0,internal_nested_cv,33
421,0,internal_nested_cv,33
422,0,internal_nested_cv,33
423,0,internal_nested_cv,33
424,0,internal_nested_cv,33
425,0,internal_nested_cv,33
426,0,internal_nested_cv,33
427,0,internal_nested_cv,34
428,0,internal_nested_cv,34
429,0,internal_nested_cv,34
430,0,internal_nested_cv,34
431,0,internal_nested_cv,34
432,0,internal_nested_cv,34
433,0,internal_nested_cv,34
434,0,internal_nested_cv,34
435,0,internal_nested_cv,34
436,0,internal_nested_cv,34
437,0,internal_nested_cv,35
438,0,internal_nested_cv,35
439,0,internal_nested_cv,35
440,0,internal_nested_cv,35
441,0,internal_nested_cv,35
442,0,internal_nested_cv,35
443,0,internal_nested_cv,35
444,0,internal_nested_cv,35
445,0,internal_nested_cv,35
446,0,internal_nested_cv,35
447,0,internal_nested_cv,36
448,0,internal_nested_cv,36
449,0,internal_nested_cv,36
450,0,internal_nested_cv,36
451,0,internal_nested_cv,36
452,0,internal_nested_cv,36
453,0,internal_nested_cv,36
454,0,internal_nested_cv,36
455,0,internal_nested_cv,36
456,0,internal_nested_cv,36
457,0,internal_nested_cv,37
458,0,internal_nested_cv,37
459,0,internal_nested_cv,37
460,0,internal_nested_cv,37
461,0,internal_nested_cv,37
462,0,internal_nested_cv,37
463,0,internal_nested_cv,37
464,0,internal_nested_cv,37
465,0,internal_nested_cv,37
466,0,internal_nested_cv,37
467,0,internal_nested_cv,38
468,0,internal_nested_cv,38
469,0,internal_nested_cv,38
470,0,internal_nested_cv,38
471,0,internal_nested_cv,38
472,0,internal_nested_cv,38
473,0,internal_nested_cv,38
474,0,internal_nested_cv,38
475,0,internal_nested_cv,38
476,0,internal_nested_cv,38
477,0,internal_nested_cv,39
478,0,internal_nested_cv,39
479,0,internal_nested_cv,39
480,0,internal_nested_cv,39
481,0,internal_nested_cv,39
482,0,internal_nested_cv,39
483,0,internal_nested_cv,39
484,0,internal_nested_cv,39
485,0,internal_nested_cv,39
486,0,internal_nested_cv,39
487,0,internal_nested_cv,40
488,0,internal_nested_cv,40
489,0,internal_nested_cv,40
490,0,internal_nested_cv,40
491,0,internal_nested_cv,40
492,0,internal_nested_cv,40
493,0,internal_nested_cv,40
494,0,internal_nested_cv,40
495,0,internal_nested_cv,40
496,0,internal_nested_cv,40
497,0,internal_nested_cv,41
498,0,internal_nested_cv,41
499,0,internal_nested_cv,41
500,0,internal_nested_cv,41
501,0,internal_nested_cv,41
502,0,internal_nested_cv,41
503,0,internal_nested_cv,41
504,0,internal_nested_cv,41
505,0,internal_nested_cv,41
506,0,internal_nested_cv,41
507,0,internal_nested_cv,42
508,0,internal_nested_cv,42
509,0,internal_nested_cv,42
510,0,internal_nested_cv,42
511,0,internal_nested_cv,42
512,0,internal_nested_cv,42
513,0,internal_nested_cv,42
514,0,internal_nested_cv,42
515,0,internal_nested_cv,42
516,0,internal_nested_cv,42
517,0,internal_nested_cv,43
518,0,internal_nested_cv,43
519,0,internal_nested_cv,43
520,0,internal_nested_cv,43
521,0,internal_nested_cv,43
522,0,internal_nested_cv,43
523,0,internal_nested_cv,43
524,0,internal_nested_cv,43
525,0,internal_nested_cv,43
526,0,internal_nested_cv,43
527,0,internal_nested_cv,44
528,0,internal_nested_cv,44
529,0,internal_nested_cv,44
530,0,internal_nested_cv,44
531,0,internal_nested_cv,44
532,0,internal_nested_cv,44
533,0,internal_nested_cv,44
534,0,internal_nested_cv,44
535,0,internal_nested_cv,44
536,0,internal_nested_cv,44
537,0,internal_nested_cv,45
538,0,internal_nested_cv,45
539,0,internal_nested_cv,45
540,0,internal_nested_cv,45
541,0,internal_nested_cv,45
542,0,internal_nested_cv,45
543,0,internal_nested_cv,45
544,0,internal_nested_cv,45
545,0,internal_nested_cv,45
546,0,internal_nested_cv,45
547,0,internal_nested_cv,46
548,0,internal_nested_cv,46
549,0,internal_nested_cv,46
550,0,internal_nested_cv,46
551,0,internal_nested_cv,46
552,0,internal_nested_cv,46
553,0,internal_nested_cv,46
554,0,internal_nested_cv,46
555,0,internal_nested_cv,46
556,0,internal_nested_cv,46
557,0,internal_nested_cv,47
558,0,internal_nested_cv,47
559,0,internal_nested_cv,47
560,0,internal_nested_cv,47
561,0,internal_nested_cv,47
562,0,internal_nested_cv,47
563,0,internal_nested_cv,47
564,0,internal_nested_cv,47
565,0,internal_nested_cv,47
566,0,internal_nested_cv,47
567,0,internal_nested_cv,48
568,0,internal_nested_cv,48
569,0,internal_nested_cv,48
570,0,internal_nested_cv,48
571,0,internal_nested_cv,48
572,0,internal_nested_cv,48
573,0,internal_nested_cv,48
574,0,internal_nested_cv,48
575,0,internal_nested_cv,48
576,0,internal_nested_cv,48
577,0,internal_nested_cv,49
578,0,internal_nested_cv,49
579,0,internal_nested_cv,49
580,0,internal_nested_cv,49
581,0,internal_nested_cv,49
582,0,internal_nested_cv,49
583,0,internal_nested_cv,49
584,0,internal_nested_cv,49
585,0,internal_nested_cv,49
586,0,internal_nested_cv,49
587,0,internal_nested_cv,50
588,0,internal_nested_cv,50
589,0,internal_nested_cv,50
590,0,internal_nested_cv,50
591,0,internal_nested_cv,50
592,0,internal_nested_cv,50
593,0,internal_nested_cv,50
594,0,internal_nested_cv,50
595,0,internal_nested_cv,50
596,0,internal_nested_cv,50
597,0,internal_nested_cv,51
598,0,internal_nested_cv,51
599,0,internal_nested_cv,51
600,0,internal_nested_cv,51
601,0,internal_nested_cv,51
602,0,internal_nested_cv,51
603,0,internal_nested_cv,51
604,0,internal_nested_cv,51
605,0,internal_nested_cv,51
606,0,internal_nested_cv,51
607,0,internal_nested_cv,52
608,0,internal_nested_cv,52
609,0,internal_nested_cv,52
610,0,internal_nested_cv,52
611,0,internal_nested_cv,52
612,0,internal_nested_cv,52
613,0,internal_nested_cv,52
614,0,internal_nested_cv,52
615,0,internal_nested_cv,52
616,0,internal_nested_cv,52
617,0,internal_nested_cv,53
618,0,internal_nested_cv,53
619,0,internal_nested_cv,53
620,0,internal_nested_cv,53
621,0,internal_nested_cv,53
622,0,internal_nested_cv,53
623,0,internal_nested_cv,53
624,0,internal_nested_cv,53
625,0,internal_nested_cv,53
626,0,internal_nested_cv,53
627,0,internal_nested_cv,54
628,0,internal_nested_cv,54
629,0,internal_nested_cv,54
630,0,internal_nested_cv,54
631,0,internal_nested_cv,54
632,0,internal_nested_cv,54
633,0,internal_nested_cv,54
634,0,internal_nested_cv,54
635,0,internal_nested_cv,54
636,0,internal_nested_cv,54
637,0,internal_nested_cv,55
638,0,internal_nested_cv,55
639,0,internal_nested_cv,55
640,0,internal_nested_cv,55
641,0,internal_nested_cv,55
642,0,internal_nested_cv,55
643,0,internal_nested_cv,55
644,0,internal_nested_cv,55
645,0,internal_nested_cv,55
646,0,internal_nested_cv,55
647,0,internal_nested_cv,56
648,0,internal_nested_cv,56
649,0,internal_nested_cv,56
650,0,internal_nested_cv,56
651,0,internal_nested_cv,56
652,0,internal_nested_cv,56
653,0,internal_nested_cv,56
654,0,internal_nested_cv,56
655,0,internal_nested_cv,56
656,0,internal_nested_cv,56
657,0,internal_nested_cv,57
658,0,internal_nested_cv,57
659,0,internal_nested_cv,57
660,0,internal_nested_cv,57
661,0,internal_nested_cv,57
662,0,internal_nested_cv,57
663,0,internal_nested_cv,57
664,0,internal_nested_cv,57
665,0,internal_nested_cv,57
666,0,internal_nested_cv,57
667,0,internal_nested_cv,58
668,0,internal_nested_cv,58
669,0,internal_nested_cv,58
670,0,internal_nested_cv,58
671,0,internal_nested_cv,58
672,0,internal_nested_cv,58
673,0,internal_nested_cv,58
674,0,internal_nested_cv,58
675,0,internal_nested_cv,58
676,0,internal_nested_cv,58
677,0,internal_nested_cv,59
678,0,internal_nested_cv,59
679,0,internal_nested_cv,59
680,0,internal_nested_cv,59
681,0,internal_nested_cv,59
682,0,internal_nested_cv,59
683,0,internal_nested_cv,59
684,0,internal_nested_cv,59
685,0,internal_nested_cv,59
686,0,internal_nested_cv,59
687,0,internal_nested_cv,60
688,0,internal_nested_cv,60
689,0,internal_nested_cv,60
690,0,internal_nested_cv,60
691,0,internal_nested_cv,60
692,0,internal_nested_cv,60
693,0,internal_nested_cv,60
694,0,internal_nested_cv,60
695,0,internal_nested_cv,60
696,0,internal_nested_cv,60
697,0,internal_nested_cv,61
698,0,internal_nested_cv,61
699,0,internal_nested_cv,61
700,0,internal_nested_cv,61
701,0,internal_nested_cv,61
702,0,internal_nested_cv,61
703,0,internal_nested_cv,61
704,0,internal_nested_cv,61
705,0,internal_nested_cv,61
706,0,internal_nested_cv,61
707,0,internal_nested_cv,62
708,0,internal_nested_cv,62
709,0,internal_nested_cv,62
710,0,internal_nested_cv,62
711,0,internal_nested_cv,62
712,0,internal_nested_cv,62
713,0,internal_nested_cv,62
714,0,internal_nested_cv,62
715,0,internal_nested_cv,62
716,0,internal_nested_cv,62
717,0,internal_nested_cv,63
718,0,internal_nested_cv,63
719,0,internal_nested_cv,63
720,0,internal_nested_cv,63
721,0,internal_nested_cv,63
722,0,internal_nested_cv,63
723,0,internal_nested_cv,63
724,0,internal_nested_cv,63
725,0,internal_nested_cv,63
726,0,internal_nested_cv,63
727,0,internal_nested_cv,64
728,0,internal_nested_cv,64
729,0,internal_nested_cv,64
730,0,internal_nested_cv,64
731,0,internal_nested_cv,64
732,0,internal_nested_cv,64
733,0,internal_nested_cv,64
734,0,internal_nested_cv,64
735,0,internal_nested_cv,64
736,0,internal_nested_cv,64
737,0,internal_nested_cv,65
738,0,internal_nested_cv,65
739,0,internal_nested_cv,65
740,0,internal_nested_cv,65
741,0,internal_nested_cv,65
742,0,internal_nested_cv,65
743,0,internal_nested_cv,65
744,0,internal_nested_cv,65
745,0,internal_nested_cv,65
746,0,internal_nested_cv,65
747,0,internal_nested_cv,66
748,0,internal_nested_cv,66
749,0,internal_nested_cv,66
750,0,internal_nested_cv,66
751,0,internal_nested_cv,66
752,0,internal_nested_cv,66
753,0,internal_nested_cv,66
754,0,internal_nested_cv,66
755,0,internal_nested_cv,66
756,0,internal_nested_cv,66
757,0,internal_nested_cv,67
758,0,internal_nested_cv,67
759,0,internal_nested_cv,67
760,0,internal_nested_cv,67
761,0,internal_nested_cv,67
762,0,internal_nested_cv,67
763,0,internal_nested_cv,67
764,0,internal_nested_cv,67
765,0,internal_nested_cv,67
766,0,internal_nested_cv,67
767,0,internal_nested_cv,68
768,0,internal_nested_cv,68
769,0,internal_nested_cv,68
770,0,internal_nested_cv,68
771,0,internal_nested_cv,68
772,0,internal_nested_cv,68
773,0,internal_nested_cv,68
774,0,internal_nested_cv,68
775,0,internal_nested_cv,68
776,0,internal_nested_cv,68
777,0,internal_nested_cv,69
778,0,internal_nested_cv,69
779,0,internal_nested_cv,69
780,0,internal_nested_cv,69
781,0,internal_nested_cv,69
782,0,internal_nested_cv,69
783,0,internal_nested_cv,69
784,0,internal_nested_cv,69
785,0,internal_nested_cv,69
786,0,internal_nested_cv,69
787,0,internal_nested_cv,70
788,0,internal_nested_cv,70
789,0,internal_nested_cv,70
790,0,internal_nested_cv,70
791,0,internal_nested_cv,70
792,0,internal_nested_cv,70
793,0,internal_nested_cv,70
794,0,internal_nested_cv,70
795,0,internal_nested_cv,70
796,0,internal_nested_cv,70
797,0,internal_nested_cv,71
798,0,internal_nested_cv,71
799,0,internal_nested_cv,71
800,0,internal_nested_cv,71
801,0,internal_nested_cv,71
802,0,internal_nested_cv,71
803,0,internal_nested_cv,71
804,0,internal_nested_cv,71
805,0,internal_nested_cv,71
806,0,internal_nested_cv,71
807,0,internal_nested_cv,72
808,0,internal_nested_cv,72
809,0,internal_nested_cv,72
810,0,internal_nested_cv,72
811,0,internal_nested_cv,72
812,0,internal_nested_cv,72
813,0,internal_nested_cv,72
814,0,internal_nested_cv,72
815,0,internal_nested_cv,72
816,0,internal_nested_cv,72
817,0,internal_nested_cv,73
818,0,internal_nested_cv,73
819,0,internal_nested_cv,73
820,0,internal_nested_cv,73
821,0,internal_nested_cv,73
822,0,internal_nested_cv,73
823,0,internal_nested_cv,73
824,0,internal_nested_cv,73
825,0,internal_nested_cv,73
826,0,internal_nested_cv,73
827,0,internal_nested_cv,74
828,0,internal_nested_cv,74
829,0,internal_nested_cv,74
830,0,internal_nested_cv,74
831,0,internal_nested_cv,74
832,0,internal_nested_cv,74
833,0,internal_nested_cv,74
834,0,internal_nested_cv,74
835,0,internal_nested_cv,74
836,0,internal_nested_cv,74
837,0,internal_nested_cv,75
838,0,internal_nested_cv,75
839,0,internal_nested_cv,75
840,0,internal_nested_cv,75
841,0,internal_nested_cv,75
842,0,internal_nested_cv,75
843,0,internal_nested_cv,75
844,0,internal_nested_cv,75
845,0,internal_nested_cv,75
846,0,internal_nested_cv,75
847,0,internal_nested_cv,76
848,0,internal_nested_cv,76
849,0,internal_nested_cv,76
850,0,internal_nested_cv,76
851,0,internal_nested_cv,76
852,0,internal_nested_cv,76
853,0,internal_nested_cv,76
854,0,internal_nested_cv,76
855,0,internal_nested_cv,76
856,0,internal_nested_cv,76
857,0,internal_nested_cv,77
858,0,internal_nested_cv,77
859,0,internal_nested_cv,77
860,0,internal_nested_cv,77
861,0,internal_nested_cv,77
862,0,internal_nested_cv,77
863,0,internal_nested_cv,77
864,0,internal_nested_cv,77
865,0,internal_nested_cv,77
866,0,internal_nested_cv,77
867,0,internal_nested_cv,78
868,0,internal_nested_cv,78
869,0,internal_nested_cv,78
870,0,internal_nested_cv,78
871,0,internal_nested_cv,78
872,0,internal_nested_cv,78
873,0,internal_nested_cv,78
874,0,internal_nested_cv,78
875,0,internal_nested_cv,78
876,0,internal_nested_cv,78
877,0,internal_nested_cv,79
878,0,internal_nested_cv,79
879,0,internal_nested_cv,79
880,0,internal_nested_cv,79
881,0,internal_nested_cv,79
882,0,internal_nested_cv,79
883,0,internal_nested_cv,79
884,0,internal_nested_cv,79
885,0,internal_nested_cv,79
886,0,internal_nested_cv,79
887,0,internal_nested_cv,80
888,0,internal_nested_cv,80
889,0,internal_nested_cv,80
890,0,internal_nested_cv,80
891,0,internal_nested_cv,80
892,0,internal_nested_cv,80
893,0,internal_nested_cv,80
894,0,internal_nested_cv,80
895,0,internal_nested_cv,80
896,0,internal_nested_cv,80
897,0,external_excluded,-1
898,0,external_excluded,-1
899,0,external_excluded,-1
900,0,external_excluded,-1
901,0,external_excluded,-1
902,0,external_excluded,-1
