graph_id,label,cohort_role,parent_edc_group,is_edc
69,1,internal_logo_validation,69,True
70,1,internal_logo_validation,70,True
71,1,internal_logo_validation,71,True
72,1,internal_logo_validation,72,True
73,1,internal_logo_validation,73,True
74,1,internal_logo_validation,74,True
75,1,internal_logo_validation,75,True
76,1,internal_logo_validation,76,True
77,1,internal_logo_validation,77,True
78,1,internal_logo_validation,78,True
79,1,internal_logo_validation,79,True
80,1,internal_logo_validation,80,True
81,1,external_excluded,-1,True
82,1,external_excluded,-1,True
83,1,external_excluded,-1,True
84,1,external_excluded,-1,True
85,1,external_excluded,-1,True
86,1,external_excluded,-1,True
87,0,internal_logo_validation,0,False
88,0,internal_logo_validation,0,False
89,0,internal_logo_validation,0,False
90,0,internal_logo_validation,0,False
91,0,internal_logo_validation,0,False
92,0,internal_logo_validation,0,False
93,0,internal_logo_validation,0,False
94,0,internal_logo_validation,0,False
95,0,internal_logo_validation,0,False
96,0,internal_logo_validation,0,False
97,0,internal_logo_validation,1,False
98,0,internal_logo_validation,1,False
99,0,internal_logo_validation,1,False
100,0,internal_logo_validation,1,False
101,0,internal_logo_validation,1,False
102,0,internal_logo_validation,1,False
103,0,internal_logo_validation,1,False
104,0,internal_logo_validation,1,False
105,0,internal_logo_validation,1,False
106,0,internal_logo_validation,1,False
107,0,internal_logo_validation,2,False
108,0,internal_logo_validation,2,False
109,0,internal_logo_validation,2,False
110,0,internal_logo_validation,2,False
111,0,internal_logo_validation,2,False
112,0,internal_logo_validation,2,False
113,0,internal_logo_validation,2,False
114,0,internal_logo_validation,2,False
115,0,internal_logo_validation,2,False
116,0,internal_logo_validation,2,False
117,0,internal_logo_validation,3,False
118,0,internal_logo_validation,3,False
119,0,internal_logo_validation,3,False
120,0,internal_logo_validation,3,False
121,0,internal_logo_validation,3,False
122,0,internal_logo_validation,3,False
123,0,internal_logo_validation,3,False
124,0,internal_logo_validation,3,False
125,0,internal_logo_validation,3,False
126,0,internal_logo_validation,3,False
127,0,internal_logo_validation,4,False
128,0,internal_logo_validation,4,False
129,0,internal_logo_validation,4,False
130,0,internal_logo_validation,4,False
131,0,internal_logo_validation,4,False
132,0,internal_logo_validation,4,False
133,0,internal_logo_validation,4,False
134,0,internal_logo_validation,4,False
135,0,internal_logo_validation,4,False
136,0,internal_logo_validation,4,False
137,0,internal_logo_validation,5,False
138,0,internal_logo_validation,5,False
139,0,internal_logo_validation,5,False
140,0,internal_logo_validation,5,False
141,0,internal_logo_validation,5,False
142,0,internal_logo_validation,5,False
143,0,internal_logo_validation,5,False
144,0,internal_logo_validation,5,False
145,0,internal_logo_validation,5,False
146,0,internal_logo_validation,5,False
147,0,internal_logo_validation,6,False
148,0,internal_logo_validation,6,False
149,0,internal_logo_validation,6,False
150,0,internal_logo_validation,6,False
151,0,internal_logo_validation,6,False
152,0,internal_logo_validation,6,False
153,0,internal_logo_validation,6,False
154,0,internal_logo_validation,6,False
155,0,internal_logo_validation,6,False
156,0,internal_logo_validation,6,False
157,0,internal_logo_validation,7,False
158,0,internal_logo_validation,7,False
159,0,internal_logo_validation,7,False
160,0,internal_logo_validation,7,False
161,0,internal_logo_validation,7,False
162,0,internal_logo_validation,7,False
163,0,internal_logo_validation,7,False
164,0,internal_logo_validation,7,False
165,0,internal_logo_validation,7,False
166,0,internal_logo_validation,7,False
167,0,internal_logo_validation,8,False
168,0,internal_logo_validation,8,False
169,0,internal_logo_validation,8,False
170,0,internal_logo_validation,8,False
171,0,internal_logo_validation,8,False
172,0,internal_logo_validation,8,False
173,0,internal_logo_validation,8,False
174,0,internal_logo_validation,8,False
175,0,internal_logo_validation,8,False
176,0,internal_logo_validation,8,False
177,0,internal_logo_validation,9,False
178,0,internal_logo_validation,9,False
179,0,internal_logo_validation,9,False
180,0,internal_logo_validation,9,False
181,0,internal_logo_validation,9,False
182,0,internal_logo_validation,9,False
183,0,internal_logo_validation,9,False
184,0,internal_logo_validation,9,False
185,0,internal_logo_validation,9,False
186,0,internal_logo_validation,9,False
187,0,internal_logo_validation,10,False
188,0,internal_logo_validation,10,False
189,0,internal_logo_validation,10,False
190,0,internal_logo_validation,10,False
191,0,internal_logo_validation,10,False
192,0,internal_logo_validation,10,False
193,0,internal_logo_validation,10,False
194,0,internal_logo_validation,10,False
195,0,internal_logo_validation,10,False
196,0,internal_logo_validation,10,False
197,0,internal_logo_validation,11,False
198,0,internal_logo_validation,11,False
199,0,internal_logo_validation,11,False
200,0,internal_logo_validation,11,False
201,0,internal_logo_validation,11,False
202,0,internal_logo_validation,11,False
203,0,internal_logo_validation,11,False
204,0,internal_logo_validation,11,False
205,0,internal_logo_validation,11,False
206,0,internal_logo_validation,11,False
207,0,internal_logo_validation,12,False
208,0,internal_logo_validation,12,False
209,0,internal_logo_validation,12,False
210,0,internal_logo_validation,12,False
211,0,internal_logo_validation,12,False
212,0,internal_logo_validation,12,False
213,0,internal_logo_validation,12,False
214,0,internal_logo_validation,12,False
215,0,internal_logo_validation,12,False
216,0,internal_logo_validation,12,False
217,0,internal_logo_validation,13,False
218,0,internal_logo_validation,13,False
219,0,internal_logo_validation,13,False
220,0,internal_logo_validation,13,False
221,0,internal_logo_validation,13,False
222,0,internal_logo_validation,13,False
223,0,internal_logo_validation,13,False
224,0,internal_logo_validation,13,False
225,0,internal_logo_validation,13,False
226,0,internal_logo_validation,13,False
227,0,internal_logo_validation,14,False
228,0,internal_logo_validation,14,False
229,0,internal_logo_validation,14,False
230,0,internal_logo_validation,14,False
231,0,internal_logo_validation,14,False
232,0,internal_logo_validation,14,False
233,0,internal_logo_validation,14,False
234,0,internal_logo_validation,14,False
235,0,internal_logo_validation,14,False
236,0,internal_logo_validation,14,False
237,0,internal_logo_validation,15,False
238,0,internal_logo_validation,15,False
239,0,internal_logo_validation,15,False
240,0,internal_logo_validation,15,False
241,0,internal_logo_validation,15,False
242,0,internal_logo_validation,15,False
243,0,internal_logo_validation,15,False
244,0,internal_logo_validation,15,False
245,0,internal_logo_validation,15,False
246,0,internal_logo_validation,15,False
247,0,internal_logo_validation,16,False
248,0,internal_logo_validation,16,False
249,0,internal_logo_validation,16,False
250,0,internal_logo_validation,16,False
251,0,internal_logo_validation,16,False
252,0,internal_logo_validation,16,False
253,0,internal_logo_validation,16,False
254,0,internal_logo_validation,16,False
255,0,internal_logo_validation,16,False
256,0,internal_logo_validation,16,False
257,0,internal_logo_validation,17,False
258,0,internal_logo_validation,17,False
259,0,internal_logo_validation,17,False
260,0,internal_logo_validation,17,False
261,0,internal_logo_validation,17,False
262,0,internal_logo_validation,17,False
263,0,internal_logo_validation,17,False
264,0,internal_logo_validation,17,False
265,0,internal_logo_validation,17,False
266,0,internal_logo_validation,17,False
267,0,internal_logo_validation,18,False
268,0,internal_logo_validation,18,False
269,0,internal_logo_validation,18,False
270,0,internal_logo_validation,18,False
271,0,internal_logo_validation,18,False
272,0,internal_logo_validation,18,False
273,0,internal_logo_validation,18,False
274,0,internal_logo_validation,18,False
275,0,internal_logo_validation,18,False
276,0,internal_logo_validation,18,False
277,0,internal_logo_validation,19,False
278,0,internal_logo_validation,19,False
279,0,internal_logo_validation,19,False
280,0,internal_logo_validation,19,False
281,0,internal_logo_validation,19,False
282,0,internal_logo_validation,19,False
283,0,internal_logo_validation,19,False
284,0,internal_logo_validation,19,False
285,0,internal_logo_validation,19,False
286,0,internal_logo_validation,19,False
287,0,internal_logo_validation,20,False
288,0,internal_logo_validation,20,False
289,0,internal_logo_validation,20,False
290,0,internal_logo_validation,20,False
291,0,internal_logo_validation,20,False
292,0,internal_logo_validation,20,False
293,0,internal_logo_validation,20,False
294,0,internal_logo_validation,20,False
295,0,internal_logo_validation,20,False
296,0,internal_logo_validation,20,False
297,0,internal_logo_validation,21,False
298,0,internal_logo_validation,21,False
299,0,internal_logo_validation,21,False
300,0,internal_logo_validation,21,False
301,0,internal_logo_validation,21,False
302,0,internal_logo_validation,21,False
303,0,internal_logo_validation,21,False
304,0,internal_logo_validation,21,False
305,0,internal_logo_validation,21,False
306,0,internal_logo_validation,21,False
307,0,internal_logo_validation,22,False
308,0,internal_logo_validation,22,False
309,0,internal_logo_validation,22,False
310,0,internal_logo_validation,22,False
311,0,internal_logo_validation,22,False
312,0,internal_logo_validation,22,False
313,0,internal_logo_validation,22,False
314,0,internal_logo_validation,22,False
315,0,internal_logo_validation,22,False
316,0,internal_logo_validation,22,False
317,0,internal_logo_validation,23,False
318,0,internal_logo_validation,23,False
319,0,internal_logo_validation,23,False
320,0,internal_logo_validation,23,False
321,0,internal_logo_validation,23,False
322,0,internal_logo_validation,23,False
323,0,internal_logo_validation,23,False
324,0,internal_logo_validation,23,False
325,0,internal_logo_validation,23,False
326,0,internal_logo_validation,23,False
327,0,internal_logo_validation,24,False
328,0,internal_logo_validation,24,False
329,0,internal_logo_validation,24,False
330,0,internal_logo_validation,24,False
331,0,internal_logo_validation,24,False
332,0,internal_logo_validation,24,False
333,0,internal_logo_validation,24,False
334,0,internal_logo_validation,24,False
335,0,internal_logo_validation,24,False
336,0,internal_logo_validation,24,False
337,0,internal_logo_validation,25,False
338,0,internal_logo_validation,25,False
339,0,internal_logo_validation,25,False
340,0,internal_logo_validation,25,False
341,0,internal_logo_validation,25,False
342,0,internal_logo_validation,25,False
343,0,internal_logo_validation,25,False
344,0,internal_logo_validation,25,False
345,0,internal_logo_validation,25,False
346,0,internal_logo_validation,25,False
347,0,internal_logo_validation,26,False
348,0,internal_logo_validation,26,False
349,0,internal_logo_validation,26,False
350,0,internal_logo_validation,26,False
351,0,internal_logo_validation,26,False
352,0,internal_logo_validation,26,False
353,0,internal_logo_validation,26,False
354,0,internal_logo_validation,26,False
355,0,internal_logo_validation,26,False
356,0,internal_logo_validation,26,False
357,0,internal_logo_validation,27,False
358,0,internal_logo_validation,27,False
359,0,internal_logo_validation,27,False
360,0,internal_logo_validation,27,False
361,0,internal_logo_validation,27,False
362,0,internal_logo_validation,27,False
363,0,internal_logo_validation,27,False
364,0,internal_logo_validation,27,False
365,0,internal_logo_validation,27,False
366,0,internal_logo_validation,27,False
367,0,internal_logo_validation,28,False
368,0,internal_logo_validation,28,False
369,0,internal_logo_validation,28,False
370,0,internal_logo_validation,28,False
371,0,internal_logo_validation,28,False
372,0,internal_logo_validation,28,False
373,0,internal_logo_validation,28,False
374,0,internal_logo_validation,28,False
375,0,internal_logo_validation,28,False
376,0,internal_logo_validation,28,False
377,0,internal_logo_validation,29,False
378,0,internal_logo_validation,29,False
379,0,internal_logo_validation,29,False
380,0,internal_logo_validation,29,False
381,0,internal_logo_validation,29,False
382,0,internal_logo_validation,29,False
383,0,internal_logo_validation,29,False
384,0,internal_logo_validation,29,False
385,0,internal_logo_validation,29,False
386,0,internal_logo_validation,29,False
387,0,internal_logo_validation,30,False
388,0,internal_logo_validation,30,False
389,0,internal_logo_validation,30,False
390,0,internal_logo_validation,30,False
391,0,internal_logo_validation,30,False
392,0,internal_logo_validation,30,False
393,0,internal_logo_validation,30,False
394,0,internal_logo_validation,30,False
395,0,internal_logo_validation,30,False
396,0,internal_logo_validation,30,False
397,0,internal_logo_validation,31,False
398,0,internal_logo_validation,31,False
399,0,internal_logo_validation,31,False
400,0,internal_logo_validation,31,False
401,0,internal_logo_validation,31,False
402,0,internal_logo_validation,31,False
403,0,internal_logo_validation,31,False
404,0,internal_logo_validation,31,False
405,0,internal_logo_validation,31,False
406,0,internal_logo_validation,31,False
407,0,internal_logo_validation,32,False
408,0,internal_logo_validation,32,False
409,0,internal_logo_validation,32,False
410,0,internal_logo_validation,32,False
411,0,internal_logo_validation,32,False
412,0,internal_logo_validation,32,False
413,0,internal_logo_validation,32,False
414,0,internal_logo_validation,32,False
415,0,internal_logo_validation,32,False
416,0,internal_logo_validation,32,False
417,0,internal_logo_validation,33,False
418,0,internal_logo_validation,33,False
419,0,internal_logo_validation,33,False
420,0,internal_logo_validation,33,False
421,0,internal_logo_validation,33,False
422,0,internal_logo_validation,33,False
423,0,internal_logo_validation,33,False
424,0,internal_logo_validation,33,False
425,0,internal_logo_validation,33,False
426,0,internal_logo_validation,33,False
427,0,internal_logo_validation,34,False
428,0,internal_logo_validation,34,False
429,0,internal_logo_validation,34,False
430,0,internal_logo_validation,34,False
431,0,internal_logo_validation,34,False
432,0,internal_logo_validation,34,False
433,0,internal_logo_validation,34,False
434,0,internal_logo_validation,34,False
435,0,internal_logo_validation,34,False
436,0,internal_logo_validation,34,False
437,0,internal_logo_validation,35,False
438,0,internal_logo_validation,35,False
439,0,internal_logo_validation,35,False
440,0,internal_logo_validation,35,False
441,0,internal_logo_validation,35,False
442,0,internal_logo_validation,35,False
443,0,internal_logo_validation,35,False
444,0,internal_logo_validation,35,False
445,0,internal_logo_validation,35,False
446,0,internal_logo_validation,35,False
447,0,internal_logo_validation,36,False
448,0,internal_logo_validation,36,False
449,0,internal_logo_validation,36,False
450,0,internal_logo_validation,36,False
451,0,internal_logo_validation,36,False
452,0,internal_logo_validation,36,False
453,0,internal_logo_validation,36,False
454,0,internal_logo_validation,36,False
455,0,internal_logo_validation,36,False
456,0,internal_logo_validation,36,False
457,0,internal_logo_validation,37,False
458,0,internal_logo_validation,37,False
459,0,internal_logo_validation,37,False
460,0,internal_logo_validation,37,False
461,0,internal_logo_validation,37,False
462,0,internal_logo_validation,37,False
463,0,internal_logo_validation,37,False
464,0,internal_logo_validation,37,False
465,0,internal_logo_validation,37,False
466,0,internal_logo_validation,37,False
467,0,internal_logo_validation,38,False
468,0,internal_logo_validation,38,False
469,0,internal_logo_validation,38,False
470,0,internal_logo_validation,38,False
471,0,internal_logo_validation,38,False
472,0,internal_logo_validation,38,False
473,0,internal_logo_validation,38,False
474,0,internal_logo_validation,38,False
475,0,internal_logo_validation,38,False
476,0,internal_logo_validation,38,False
477,0,internal_logo_validation,39,False
478,0,internal_logo_validation,39,False
479,0,internal_logo_validation,39,False
480,0,internal_logo_validation,39,False
481,0,internal_logo_validation,39,False
482,0,internal_logo_validation,39,False
483,0,internal_logo_validation,39,False
484,0,internal_logo_validation,39,False
485,0,internal_logo_validation,39,False
486,0,internal_logo_validation,39,False
487,0,internal_logo_validation,40,False
488,0,internal_logo_validation,40,False
489,0,internal_logo_validation,40,False
490,0,internal_logo_validation,40,False
491,0,internal_logo_validation,40,False
492,0,internal_logo_validation,40,False
493,0,internal_logo_validation,40,False
494,0,internal_logo_validation,40,False
495,0,internal_logo_validation,40,False
496,0,internal_logo_validation,40,False
497,0,internal_logo_validation,41,False
498,0,internal_logo_validation,41,False
499,0,internal_logo_validation,41,False
500,0,internal_logo_validation,41,False
501,0,internal_logo_validation,41,False
502,0,internal_logo_validation,41,False
503,0,internal_logo_validation,41,False
504,0,internal_logo_validation,41,False
505,0,internal_logo_validation,41,False
506,0,internal_logo_validation,41,False
507,0,internal_logo_validation,42,False
508,0,internal_logo_validation,42,False
509,0,internal_logo_validation,42,False
510,0,internal_logo_validation,42,False
511,0,internal_logo_validation,42,False
512,0,internal_logo_validation,42,False
513,0,internal_logo_validation,42,False
514,0,internal_logo_validation,42,False
515,0,internal_logo_validation,42,False
516,0,internal_logo_validation,42,False
517,0,internal_logo_validation,43,False
518,0,internal_logo_validation,43,False
519,0,internal_logo_validation,43,False
520,0,internal_logo_validation,43,False
521,0,internal_logo_validation,43,False
522,0,internal_logo_validation,43,False
523,0,internal_logo_validation,43,False
524,0,internal_logo_validation,43,False
525,0,internal_logo_validation,43,False
526,0,internal_logo_validation,43,False
527,0,internal_logo_validation,44,False
528,0,internal_logo_validation,44,False
529,0,internal_logo_validation,44,False
530,0,internal_logo_validation,44,False
531,0,internal_logo_validation,44,False
532,0,internal_logo_validation,44,False
533,0,internal_logo_validation,44,False
534,0,internal_logo_validation,44,False
535,0,internal_logo_validation,44,False
536,0,internal_logo_validation,44,False
537,0,internal_logo_validation,45,False
538,0,internal_logo_validation,45,False
539,0,internal_logo_validation,45,False
540,0,internal_logo_validation,45,False
541,0,internal_logo_validation,45,False
542,0,internal_logo_validation,45,False
543,0,internal_logo_validation,45,False
544,0,internal_logo_validation,45,False
545,0,internal_logo_validation,45,False
546,0,internal_logo_validation,45,False
547,0,internal_logo_validation,46,False
548,0,internal_logo_validation,46,False
549,0,internal_logo_validation,46,False
550,0,internal_logo_validation,46,False
551,0,internal_logo_validation,46,False
552,0,internal_logo_validation,46,False
553,0,internal_logo_validation,46,False
554,0,internal_logo_validation,46,False
555,0,internal_logo_validation,46,False
556,0,internal_logo_validation,46,False
557,0,internal_logo_validation,47,False
558,0,internal_logo_validation,47,False
559,0,internal_logo_validation,47,False
560,0,internal_logo_validation,47,False
561,0,internal_logo_validation,47,False
562,0,internal_logo_validation,47,False
563,0,internal_logo_validation,47,False
564,0,internal_logo_validation,47,False
565,0,internal_logo_validation,47,False
566,0,internal_logo_validation,47,False
567,0,internal_logo_validation,48,False
568,0,internal_logo_validation,48,False
569,0,internal_logo_validation,48,False
570,0,internal_logo_validation,48,False
571,0,internal_logo_validation,48,False
572,0,internal_logo_validation,48,False
573,0,internal_logo_validation,48,False
574,0,internal_logo_validation,48,False
575,0,internal_logo_validation,48,False
576,0,internal_logo_validation,48,False
577,0,internal_logo_validation,49,False
578,0,internal_logo_validation,49,False
579,0,internal_logo_validation,49,False
580,0,internal_logo_validation,49,False
581,0,internal_logo_validation,49,False
582,0,internal_logo_validation,49,False
583,0,internal_logo_validation,49,False
584,0,internal_logo_validation,49,False
585,0,internal_logo_validation,49,False
586,0,internal_logo_validation,49,False
587,0,internal_logo_validation,50,False
588,0,internal_logo_validation,50,False
589,0,internal_logo_validation,50,False
590,0,internal_logo_validation,50,False
591,0,internal_logo_validation,50,False
592,0,internal_logo_validation,50,False
593,0,internal_logo_validation,50,False
594,0,internal_logo_validation,50,False
595,0,internal_logo_validation,50,False
596,0,internal_logo_validation,50,False
597,0,internal_logo_validation,51,False
598,0,internal_logo_validation,51,False
599,0,internal_logo_validation,51,False
600,0,internal_logo_validation,51,False
601,0,internal_logo_validation,51,False
602,0,internal_logo_validation,51,False
603,0,internal_logo_validation,51,False
604,0,internal_logo_validation,51,False
605,0,internal_logo_validation,51,False
606,0,internal_logo_validation,51,False
607,0,internal_logo_validation,52,False
608,0,internal_logo_validation,52,False
609,0,internal_logo_validation,52,False
610,0,internal_logo_validation,52,False
611,0,internal_logo_validation,52,False
612,0,internal_logo_validation,52,False
613,0,internal_logo_validation,52,False
614,0,internal_logo_validation,52,False
615,0,internal_logo_validation,52,False
616,0,internal_logo_validation,52,False
617,0,internal_logo_validation,53,False
618,0,internal_logo_validation,53,False
619,0,internal_logo_validation,53,False
620,0,internal_logo_validation,53,False
621,0,internal_logo_validation,53,False
622,0,internal_logo_validation,53,False
623,0,internal_logo_validation,53,False
624,0,internal_logo_validation,53,False
625,0,internal_logo_validation,53,False
626,0,internal_logo_validation,53,False
627,0,internal_logo_validation,54,False
628,0,internal_logo_validation,54,False
629,0,internal_logo_validation,54,False
630,0,internal_logo_validation,54,False
631,0,internal_logo_validation,54,False
632,0,internal_logo_validation,54,False
633,0,internal_logo_validation,54,False
634,0,internal_logo_validation,54,False
635,0,internal_logo_validation,54,False
636,0,internal_logo_validation,54,False
637,0,internal_logo_validation,55,False
638,0,internal_logo_validation,55,False
639,0,internal_logo_validation,55,False
640,0,internal_logo_validation,55,False
641,0,internal_logo_validation,55,False
642,0,internal_logo_validation,55,False
643,0,internal_logo_validation,55,False
644,0,internal_logo_validation,55,False
645,0,internal_logo_validation,55,False
646,0,internal_logo_validation,55,False
647,0,internal_logo_validation,56,False
648,0,internal_logo_validation,56,False
649,0,internal_logo_validation,56,False
650,0,internal_logo_validation,56,False
651,0,internal_logo_validation,56,False
652,0,internal_logo_validation,56,False
653,0,internal_logo_validation,56,False
654,0,internal_logo_validation,56,False
655,0,internal_logo_validation,56,False
656,0,internal_logo_validation,56,False
657,0,internal_logo_validation,57,False
658,0,internal_logo_validation,57,False
659,0,internal_logo_validation,57,False
660,0,internal_logo_validation,57,False
661,0,internal_logo_validation,57,False
662,0,internal_logo_validation,57,False
663,0,internal_logo_validation,57,False
664,0,internal_logo_validation,57,False
665,0,internal_logo_validation,57,False
666,0,internal_logo_validation,57,False
667,0,internal_logo_validation,58,False
668,0,internal_logo_validation,58,False
669,0,internal_logo_validation,58,False
670,0,internal_logo_validation,58,False
671,0,internal_logo_validation,58,False
672,0,internal_logo_validation,58,False
673,0,internal_logo_validation,58,False
674,0,internal_logo_validation,58,False
675,0,internal_logo_validation,58,False
676,0,internal_logo_validation,58,False
677,0,internal_logo_validation,59,False
678,0,internal_logo_validation,59,False
679,0,internal_logo_validation,59,False
680,0,internal_logo_validation,59,False
681,0,internal_logo_validation,59,False
682,0,internal_logo_validation,59,False
683,0,internal_logo_validation,59,False
684,0,internal_logo_validation,59,False
685,0,internal_logo_validation,59,False
686,0,internal_logo_validation,59,False
687,0,internal_logo_validation,60,False
688,0,internal_logo_validation,60,False
689,0,internal_logo_validation,60,False
690,0,internal_logo_validation,60,False
691,0,internal_logo_validation,60,False
692,0,internal_logo_validation,60,False
693,0,internal_logo_validation,60,False
694,0,internal_logo_validation,60,False
695,0,internal_logo_validation,60,False
696,0,internal_logo_validation,60,False
697,0,internal_logo_validation,61,False
698,0,internal_logo_validation,61,False
699,0,internal_logo_validation,61,False
700,0,internal_logo_validation,61,False
701,0,internal_logo_validation,61,False
702,0,internal_logo_validation,61,False
703,0,internal_logo_validation,61,False
704,0,internal_logo_validation,61,False
705,0,internal_logo_validation,61,False
706,0,internal_logo_validation,61,False
707,0,internal_logo_validation,62,False
708,0,internal_logo_validation,62,False
709,0,internal_logo_validation,62,False
710,0,internal_logo_validation,62,False
711,0,internal_logo_validation,62,False
712,0,internal_logo_validation,62,False
713,0,internal_logo_validation,62,False
714,0,internal_logo_validation,62,False
715,0,internal_logo_validation,62,False
716,0,internal_logo_validation,62,False
717,0,internal_logo_validation,63,False
718,0,internal_logo_validation,63,False
719,0,internal_logo_validation,63,False
720,0,internal_logo_validation,63,False
721,0,internal_logo_validation,63,False
722,0,internal_logo_validation,63,False
723,0,internal_logo_validation,63,False
724,0,internal_logo_validation,63,False
725,0,internal_logo_validation,63,False
726,0,internal_logo_validation,63,False
727,0,internal_logo_validation,64,False
728,0,internal_logo_validation,64,False
729,0,internal_logo_validation,64,False
730,0,internal_logo_validation,64,False
731,0,internal_logo_validation,64,False
732,0,internal_logo_validation,64,False
733,0,internal_logo_validation,64,False
734,0,internal_logo_validation,64,False
735,0,internal_logo_validation,64,False
736,0,internal_logo_validation,64,False
737,0,internal_logo_validation,65,False
738,0,internal_logo_validation,65,False
739,0,internal_logo_validation,65,False
740,0,internal_logo_validation,65,False
741,0,internal_logo_validation,65,False
742,0,internal_logo_validation,65,False
743,0,internal_logo_validation,65,False
744,0,internal_logo_validation,65,False
745,0,internal_logo_validation,65,False
746,0,internal_logo_validation,65,False
747,0,internal_logo_validation,66,False
748,0,internal_logo_validation,66,False
749,0,internal_logo_validation,66,False
750,0,internal_logo_validation,66,False
751,0,internal_logo_validation,66,False
752,0,internal_logo_validation,66,False
753,0,internal_logo_validation,66,False
754,0,internal_logo_validation,66,False
755,0,internal_logo_validation,66,False
756,0,internal_logo_validation,66,False
757,0,internal_logo_validation,67,False
758,0,internal_logo_validation,67,False
759,0,internal_logo_validation,67,False
760,0,internal_logo_validation,67,False
761,0,internal_logo_validation,67,False
762,0,internal_logo_validation,67,False
763,0,internal_logo_validation,67,False
764,0,internal_logo_validation,67,False
765,0,internal_logo_validation,67,False
766,0,internal_logo_validation,67,False
767,0,internal_logo_validation,68,False
768,0,internal_logo_validation,68,False
769,0,internal_logo_validation,68,False
770,0,internal_logo_validation,68,False
771,0,internal_logo_validation,68,False
772,0,internal_logo_validation,68,False
773,0,internal_logo_validation,68,False
774,0,internal_logo_validation,68,False
775,0,internal_logo_validation,68,False
776,0,internal_logo_validation,68,False
777,0,internal_logo_validation,69,False
778,0,internal_logo_validation,69,False
779,0,internal_logo_validation,69,False
780,0,internal_logo_validation,69,False
781,0,internal_logo_validation,69,False
782,0,internal_logo_validation,69,False
783,0,internal_logo_validation,69,False
784,0,internal_logo_validation,69,False
785,0,internal_logo_validation,69,False
786,0,internal_logo_validation,69,False
787,0,internal_logo_validation,70,False
788,0,internal_logo_validation,70,False
789,0,internal_logo_validation,70,False
790,0,internal_logo_validation,70,False
791,0,internal_logo_validation,70,False
792,0,internal_logo_validation,70,False
793,0,internal_logo_validation,70,False
794,0,internal_logo_validation,70,False
795,0,internal_logo_validation,70,False
796,0,internal_logo_validation,70,False
797,0,internal_logo_validation,71,False
798,0,internal_logo_validation,71,False
799,0,internal_logo_validation,71,False
800,0,internal_logo_validation,71,False
801,0,internal_logo_validation,71,False
802,0,internal_logo_validation,71,False
803,0,internal_logo_validation,71,False
804,0,internal_logo_validation,71,False
805,0,internal_logo_validation,71,False
806,0,internal_logo_validation,71,False
807,0,internal_logo_validation,72,False
808,0,internal_logo_validation,72,False
809,0,internal_logo_validation,72,False
810,0,internal_logo_validation,72,False
811,0,internal_logo_validation,72,False
812,0,internal_logo_validation,72,False
813,0,internal_logo_validation,72,False
814,0,internal_logo_validation,72,False
815,0,internal_logo_validation,72,False
816,0,internal_logo_validation,72,False
817,0,internal_logo_validation,73,False
818,0,internal_logo_validation,73,False
819,0,internal_logo_validation,73,False
820,0,internal_logo_validation,73,False
