,0
813,1
814,0
815,0
816,0
817,1
818,0
819,1
820,0
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,0
829,0
830,1
831,0
832,0
833,0
834,0
835,0
836,1
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,1
845,1
846,0
847,0
848,0
849,1
850,0
851,0
852,0
853,0
854,1
855,0
856,0
857,1
858,0
859,1
860,0
861,1
862,0
863,1
864,0
865,1
866,1
867,0
868,0
869,1
870,0
871,1
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,1
881,0
882,0
883,0
884,1
885,0
886,1
887,1
888,0
889,1
890,0
891,0
892,0
893,0
894,0
895,1
896,0
897,1
898,1
899,1
900,0
901,0
902,0
903,1
904,1
905,1
906,0
907,1
908,1
909,1
910,0
911,0
912,0
913,0
914,1
915,1
916,0
917,1
918,1
919,1
920,1
921,1
922,1
923,0
924,1
925,0
926,0
927,1
928,0
929,1
930,0
931,1
932,0
933,0
934,1
935,0
936,1
937,1
938,0
939,1
940,0
941,0
942,1
943,0
944,1
945,0
946,0
947,1
948,0
949,0
950,1
951,0
952,1
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,1
961,0
962,1
963,0
964,0
965,1
966,1
967,0
968,1
969,0
970,0
971,0
972,1
973,0
974,1
975,1
976,0
977,1
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,1
986,1
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,1
997,1
998,1
999,0
1000,0
1001,1
1002,0
1003,0
1004,0
1005,1
1006,1
1007,1
1008,0
1009,1
1010,1
1011,1
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,1
1019,0
1020,0
1021,0
1022,0
1023,0
1024,1
1025,0
1026,0
1027,0
1028,0
1029,1
1030,0
1031,0
1032,0
1033,1
1034,1
1035,1
1036,0
1037,0
1038,0
1039,1
1040,1
1041,1
1042,1
1043,1
1044,0
1045,1
1046,0
1047,0
1048,0
1049,0
1050,1
1051,1
1052,0
1053,0
1054,1
1055,1
1056,1
1057,1
1058,0
1059,0
1060,1
1061,1
1062,0
1063,1
1064,0
1065,1
1066,1
1067,0
1068,0
1069,0
1070,1
1071,1
1072,1
1073,0
1074,0
1075,0
1076,1
1077,0
1078,1
1079,1
1080,0
1081,0
1082,1
1083,1
1084,0
1085,0
1086,0
1087,1
1088,0
1089,0
1090,0
1091,0
1092,0
1093,1
1094,0
1095,1
1096,1
1097,0
1098,0
1099,1
1100,1
1101,0
1102,1
1103,0
1104,1
1105,0
1106,0
1107,0
1108,1
1109,0
1110,1
1111,0
1112,0
1113,0
1114,0
1115,1
1116,0
1117,1
1118,0
1119,0
1120,1
1121,0
1122,0
1123,1
1124,1
1125,1
1126,0
1127,0
1128,1
1129,0
1130,0
1131,1
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,1
1140,0
1141,1
1142,0
1143,0
1144,0
1145,0
1146,1
1147,0
1148,1
1149,1
1150,1
1151,1
1152,0
1153,1
1154,1
1155,1
1156,0
1157,1
1158,1
1159,0
1160,1
1161,0
1162,0
1163,1
1164,0
1165,0
1166,1
1167,1
1168,0
1169,0
1170,1
1171,0
1172,1
1173,1
1174,0
1175,0
1176,0
1177,1
1178,0
1179,0
1180,0
1181,1
1182,1
1183,1
1184,0
1185,1
1186,1
1187,0
1188,1
1189,1
1190,0
1191,0
1192,0
1193,1
1194,1
1195,0
1196,1
1197,0
1198,0
1199,0
1200,1
1201,0
1202,1
1203,0
1204,0
1205,0
1206,0
1207,0
1208,1
1209,1
1210,0
1211,1
1212,0
1213,1
1214,1
1215,0
1216,1
1217,0
1218,0
1219,0
1220,1
1221,1
1222,0
1223,0
1224,1
1225,0
1226,1
1227,1
1228,1
1229,0
1230,0
1231,1
1232,0
1233,0
1234,0
1235,0
1236,0
1237,1
1238,0
1239,0
1240,1
1241,0
1242,0
1243,0
1244,0
1245,0
1246,1
1247,0
1248,1
1249,0
1250,1
1251,0
1252,1
1253,0
1254,0
1255,0
1256,1
1257,1
1258,0
1259,0
1260,1
1261,0
1262,1
1263,1
1264,0
1265,0
1266,1
1267,0
1268,0
1269,1
1270,0
1271,0
1272,1
1273,0
1274,0
1275,0
1276,0
1277,0
1278,1
1279,1
1280,0
1281,1
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,1
1289,1
1290,0
1291,1
1292,1
1293,0
1294,1
1295,0
1296,0
1297,1
1298,0
1299,1
1300,0
1301,0
1302,0
1303,0
1304,1
1305,0
1306,1
1307,0
1308,0
1309,1
1310,1
1311,0
1312,1
1313,1
1314,0
1315,0
1316,0
1317,0
1318,1
1319,0
1320,0
1321,1
1322,1
1323,0
1324,0
1325,0
1326,1
1327,1
1328,0
1329,0
1330,0
1331,0
1332,1
1333,0
1334,1
1335,1
1336,0
1337,0
1338,0
1339,0
1340,0
1341,1
1342,0
1343,1
1344,0
1345,0
1346,0
1347,1
1348,1
1349,1
1350,0
1351,1
1352,0
1353,0
1354,0
1355,1
1356,1
1357,0
1358,0
1359,0
1360,1
1361,1
1362,0
1363,1
1364,1
1365,1
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,1
1374,1
1375,0
1376,0
1377,1
1378,1
1379,1
1380,0
1381,0
1382,1
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,1
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
