graph_id,label,cohort_role,parent_edc_group
172,0,internal_ratio_sensitivity,8
173,0,internal_ratio_sensitivity,8
174,0,internal_ratio_sensitivity,8
175,0,internal_ratio_sensitivity,8
176,0,internal_ratio_sensitivity,8
177,0,internal_ratio_sensitivity,9
178,0,internal_ratio_sensitivity,9
179,0,internal_ratio_sensitivity,9
180,0,internal_ratio_sensitivity,9
181,0,internal_ratio_sensitivity,9
182,0,internal_ratio_sensitivity,9
183,0,internal_ratio_sensitivity,9
184,0,internal_ratio_sensitivity,9
185,0,internal_ratio_sensitivity,9
186,0,internal_ratio_sensitivity,9
187,0,internal_ratio_sensitivity,10
188,0,internal_ratio_sensitivity,10
189,0,internal_ratio_sensitivity,10
190,0,internal_ratio_sensitivity,10
191,0,internal_ratio_sensitivity,10
192,0,internal_ratio_sensitivity,10
193,0,internal_ratio_sensitivity,10
194,0,internal_ratio_sensitivity,10
195,0,internal_ratio_sensitivity,10
196,0,internal_ratio_sensitivity,10
197,0,internal_ratio_sensitivity,11
198,0,internal_ratio_sensitivity,11
199,0,internal_ratio_sensitivity,11
200,0,internal_ratio_sensitivity,11
201,0,internal_ratio_sensitivity,11
202,0,internal_ratio_sensitivity,11
203,0,internal_ratio_sensitivity,11
204,0,internal_ratio_sensitivity,11
205,0,internal_ratio_sensitivity,11
206,0,internal_ratio_sensitivity,11
207,0,internal_ratio_sensitivity,12
208,0,internal_ratio_sensitivity,12
209,0,internal_ratio_sensitivity,12
210,0,internal_ratio_sensitivity,12
211,0,internal_ratio_sensitivity,12
212,0,internal_ratio_sensitivity,12
213,0,internal_ratio_sensitivity,12
214,0,internal_ratio_sensitivity,12
215,0,internal_ratio_sensitivity,12
216,0,internal_ratio_sensitivity,12
217,0,internal_ratio_sensitivity,13
218,0,internal_ratio_sensitivity,13
219,0,internal_ratio_sensitivity,13
220,0,internal_ratio_sensitivity,13
221,0,internal_ratio_sensitivity,13
222,0,internal_ratio_sensitivity,13
223,0,internal_ratio_sensitivity,13
224,0,internal_ratio_sensitivity,13
225,0,internal_ratio_sensitivity,13
226,0,internal_ratio_sensitivity,13
227,0,internal_ratio_sensitivity,14
228,0,internal_ratio_sensitivity,14
229,0,internal_ratio_sensitivity,14
230,0,internal_ratio_sensitivity,14
231,0,internal_ratio_sensitivity,14
232,0,internal_ratio_sensitivity,14
233,0,internal_ratio_sensitivity,14
234,0,internal_ratio_sensitivity,14
235,0,internal_ratio_sensitivity,14
236,0,internal_ratio_sensitivity,14
237,0,internal_ratio_sensitivity,15
238,0,internal_ratio_sensitivity,15
239,0,internal_ratio_sensitivity,15
240,0,internal_ratio_sensitivity,15
241,0,internal_ratio_sensitivity,15
242,0,internal_ratio_sensitivity,15
243,0,internal_ratio_sensitivity,15
244,0,internal_ratio_sensitivity,15
245,0,internal_ratio_sensitivity,15
246,0,internal_ratio_sensitivity,15
247,0,internal_ratio_sensitivity,16
248,0,internal_ratio_sensitivity,16
249,0,internal_ratio_sensitivity,16
250,0,internal_ratio_sensitivity,16
251,0,internal_ratio_sensitivity,16
252,0,internal_ratio_sensitivity,16
253,0,internal_ratio_sensitivity,16
254,0,internal_ratio_sensitivity,16
255,0,internal_ratio_sensitivity,16
256,0,internal_ratio_sensitivity,16
257,0,internal_ratio_sensitivity,17
258,0,internal_ratio_sensitivity,17
259,0,internal_ratio_sensitivity,17
260,0,internal_ratio_sensitivity,17
261,0,internal_ratio_sensitivity,17
262,0,internal_ratio_sensitivity,17
263,0,internal_ratio_sensitivity,17
264,0,internal_ratio_sensitivity,17
265,0,internal_ratio_sensitivity,17
266,0,internal_ratio_sensitivity,17
267,0,internal_ratio_sensitivity,18
268,0,internal_ratio_sensitivity,18
269,0,internal_ratio_sensitivity,18
270,0,internal_ratio_sensitivity,18
271,0,internal_ratio_sensitivity,18
272,0,internal_ratio_sensitivity,18
273,0,internal_ratio_sensitivity,18
274,0,internal_ratio_sensitivity,18
275,0,internal_ratio_sensitivity,18
276,0,internal_ratio_sensitivity,18
277,0,internal_ratio_sensitivity,19
278,0,internal_ratio_sensitivity,19
279,0,internal_ratio_sensitivity,19
280,0,internal_ratio_sensitivity,19
281,0,internal_ratio_sensitivity,19
282,0,internal_ratio_sensitivity,19
283,0,internal_ratio_sensitivity,19
284,0,internal_ratio_sensitivity,19
285,0,internal_ratio_sensitivity,19
286,0,internal_ratio_sensitivity,19
287,0,internal_ratio_sensitivity,20
288,0,internal_ratio_sensitivity,20
289,0,internal_ratio_sensitivity,20
290,0,internal_ratio_sensitivity,20
291,0,internal_ratio_sensitivity,20
292,0,internal_ratio_sensitivity,20
293,0,internal_ratio_sensitivity,20
294,0,internal_ratio_sensitivity,20
295,0,internal_ratio_sensitivity,20
296,0,internal_ratio_sensitivity,20
297,0,internal_ratio_sensitivity,21
298,0,internal_ratio_sensitivity,21
299,0,internal_ratio_sensitivity,21
300,0,internal_ratio_sensitivity,21
301,0,internal_ratio_sensitivity,21
302,0,internal_ratio_sensitivity,21
303,0,internal_ratio_sensitivity,21
304,0,internal_ratio_sensitivity,21
305,0,internal_ratio_sensitivity,21
306,0,internal_ratio_sensitivity,21
307,0,internal_ratio_sensitivity,22
308,0,internal_ratio_sensitivity,22
309,0,internal_ratio_sensitivity,22
310,0,internal_ratio_sensitivity,22
311,0,internal_ratio_sensitivity,22
312,0,internal_ratio_sensitivity,22
313,0,internal_ratio_sensitivity,22
314,0,internal_ratio_sensitivity,22
315,0,internal_ratio_sensitivity,22
316,0,internal_ratio_sensitivity,22
317,0,internal_ratio_sensitivity,23
318,0,internal_ratio_sensitivity,23
319,0,internal_ratio_sensitivity,23
320,0,internal_ratio_sensitivity,23
321,0,internal_ratio_sensitivity,23
322,0,internal_ratio_sensitivity,23
323,0,internal_ratio_sensitivity,23
324,0,internal_ratio_sensitivity,23
325,0,internal_ratio_sensitivity,23
326,0,internal_ratio_sensitivity,23
327,0,internal_ratio_sensitivity,24
328,0,internal_ratio_sensitivity,24
329,0,internal_ratio_sensitivity,24
330,0,internal_ratio_sensitivity,24
331,0,internal_ratio_sensitivity,24
332,0,internal_ratio_sensitivity,24
333,0,internal_ratio_sensitivity,24
334,0,internal_ratio_sensitivity,24
335,0,internal_ratio_sensitivity,24
336,0,internal_ratio_sensitivity,24
337,0,internal_ratio_sensitivity,25
338,0,internal_ratio_sensitivity,25
339,0,internal_ratio_sensitivity,25
340,0,internal_ratio_sensitivity,25
341,0,internal_ratio_sensitivity,25
342,0,internal_ratio_sensitivity,25
343,0,internal_ratio_sensitivity,25
344,0,internal_ratio_sensitivity,25
345,0,internal_ratio_sensitivity,25
346,0,internal_ratio_sensitivity,25
347,0,internal_ratio_sensitivity,26
348,0,internal_ratio_sensitivity,26
349,0,internal_ratio_sensitivity,26
350,0,internal_ratio_sensitivity,26
351,0,internal_ratio_sensitivity,26
352,0,internal_ratio_sensitivity,26
353,0,internal_ratio_sensitivity,26
354,0,internal_ratio_sensitivity,26
355,0,internal_ratio_sensitivity,26
356,0,internal_ratio_sensitivity,26
357,0,internal_ratio_sensitivity,27
358,0,internal_ratio_sensitivity,27
359,0,internal_ratio_sensitivity,27
360,0,internal_ratio_sensitivity,27
361,0,internal_ratio_sensitivity,27
362,0,internal_ratio_sensitivity,27
363,0,internal_ratio_sensitivity,27
364,0,internal_ratio_sensitivity,27
365,0,internal_ratio_sensitivity,27
366,0,internal_ratio_sensitivity,27
367,0,internal_ratio_sensitivity,28
368,0,internal_ratio_sensitivity,28
369,0,internal_ratio_sensitivity,28
370,0,internal_ratio_sensitivity,28
371,0,internal_ratio_sensitivity,28
372,0,internal_ratio_sensitivity,28
373,0,internal_ratio_sensitivity,28
374,0,internal_ratio_sensitivity,28
375,0,internal_ratio_sensitivity,28
376,0,internal_ratio_sensitivity,28
377,0,internal_ratio_sensitivity,29
378,0,internal_ratio_sensitivity,29
379,0,internal_ratio_sensitivity,29
380,0,internal_ratio_sensitivity,29
381,0,internal_ratio_sensitivity,29
382,0,internal_ratio_sensitivity,29
383,0,internal_ratio_sensitivity,29
384,0,internal_ratio_sensitivity,29
385,0,internal_ratio_sensitivity,29
386,0,internal_ratio_sensitivity,29
387,0,internal_ratio_sensitivity,30
388,0,internal_ratio_sensitivity,30
389,0,internal_ratio_sensitivity,30
390,0,internal_ratio_sensitivity,30
391,0,internal_ratio_sensitivity,30
392,0,internal_ratio_sensitivity,30
393,0,internal_ratio_sensitivity,30
394,0,internal_ratio_sensitivity,30
395,0,internal_ratio_sensitivity,30
396,0,internal_ratio_sensitivity,30
397,0,internal_ratio_sensitivity,31
398,0,internal_ratio_sensitivity,31
399,0,internal_ratio_sensitivity,31
400,0,internal_ratio_sensitivity,31
401,0,internal_ratio_sensitivity,31
402,0,internal_ratio_sensitivity,31
403,0,internal_ratio_sensitivity,31
404,0,internal_ratio_sensitivity,31
405,0,internal_ratio_sensitivity,31
406,0,internal_ratio_sensitivity,31
407,0,internal_ratio_sensitivity,32
408,0,internal_ratio_sensitivity,32
409,0,internal_ratio_sensitivity,32
410,0,internal_ratio_sensitivity,32
411,0,internal_ratio_sensitivity,32
412,0,internal_ratio_sensitivity,32
413,0,internal_ratio_sensitivity,32
414,0,internal_ratio_sensitivity,32
415,0,internal_ratio_sensitivity,32
416,0,internal_ratio_sensitivity,32
417,0,internal_ratio_sensitivity,33
418,0,internal_ratio_sensitivity,33
419,0,internal_ratio_sensitivity,33
420,0,internal_ratio_sensitivity,33
421,0,internal_ratio_sensitivity,33
422,0,internal_ratio_sensitivity,33
423,0,internal_ratio_sensitivity,33
424,0,internal_ratio_sensitivity,33
425,0,internal_ratio_sensitivity,33
426,0,internal_ratio_sensitivity,33
427,0,internal_ratio_sensitivity,34
428,0,internal_ratio_sensitivity,34
429,0,internal_ratio_sensitivity,34
430,0,internal_ratio_sensitivity,34
431,0,internal_ratio_sensitivity,34
432,0,internal_ratio_sensitivity,34
433,0,internal_ratio_sensitivity,34
434,0,internal_ratio_sensitivity,34
435,0,internal_ratio_sensitivity,34
436,0,internal_ratio_sensitivity,34
437,0,internal_ratio_sensitivity,35
438,0,internal_ratio_sensitivity,35
439,0,internal_ratio_sensitivity,35
440,0,internal_ratio_sensitivity,35
441,0,internal_ratio_sensitivity,35
442,0,internal_ratio_sensitivity,35
443,0,internal_ratio_sensitivity,35
444,0,internal_ratio_sensitivity,35
445,0,internal_ratio_sensitivity,35
446,0,internal_ratio_sensitivity,35
447,0,internal_ratio_sensitivity,36
448,0,internal_ratio_sensitivity,36
449,0,internal_ratio_sensitivity,36
450,0,internal_ratio_sensitivity,36
451,0,internal_ratio_sensitivity,36
452,0,internal_ratio_sensitivity,36
453,0,internal_ratio_sensitivity,36
454,0,internal_ratio_sensitivity,36
455,0,internal_ratio_sensitivity,36
456,0,internal_ratio_sensitivity,36
457,0,internal_ratio_sensitivity,37
458,0,internal_ratio_sensitivity,37
459,0,internal_ratio_sensitivity,37
460,0,internal_ratio_sensitivity,37
461,0,internal_ratio_sensitivity,37
462,0,internal_ratio_sensitivity,37
463,0,internal_ratio_sensitivity,37
464,0,internal_ratio_sensitivity,37
465,0,internal_ratio_sensitivity,37
466,0,internal_ratio_sensitivity,37
467,0,internal_ratio_sensitivity,38
468,0,internal_ratio_sensitivity,38
469,0,internal_ratio_sensitivity,38
470,0,internal_ratio_sensitivity,38
471,0,internal_ratio_sensitivity,38
472,0,internal_ratio_sensitivity,38
473,0,internal_ratio_sensitivity,38
474,0,internal_ratio_sensitivity,38
475,0,internal_ratio_sensitivity,38
476,0,internal_ratio_sensitivity,38
477,0,internal_ratio_sensitivity,39
478,0,internal_ratio_sensitivity,39
479,0,internal_ratio_sensitivity,39
480,0,internal_ratio_sensitivity,39
481,0,internal_ratio_sensitivity,39
482,0,internal_ratio_sensitivity,39
483,0,internal_ratio_sensitivity,39
484,0,internal_ratio_sensitivity,39
485,0,internal_ratio_sensitivity,39
486,0,internal_ratio_sensitivity,39
487,0,internal_ratio_sensitivity,40
488,0,internal_ratio_sensitivity,40
489,0,internal_ratio_sensitivity,40
490,0,internal_ratio_sensitivity,40
491,0,internal_ratio_sensitivity,40
492,0,internal_ratio_sensitivity,40
493,0,internal_ratio_sensitivity,40
494,0,internal_ratio_sensitivity,40
495,0,internal_ratio_sensitivity,40
496,0,internal_ratio_sensitivity,40
497,0,internal_ratio_sensitivity,41
498,0,internal_ratio_sensitivity,41
499,0,internal_ratio_sensitivity,41
500,0,internal_ratio_sensitivity,41
501,0,internal_ratio_sensitivity,41
502,0,internal_ratio_sensitivity,41
503,0,internal_ratio_sensitivity,41
504,0,internal_ratio_sensitivity,41
505,0,internal_ratio_sensitivity,41
506,0,internal_ratio_sensitivity,41
507,0,internal_ratio_sensitivity,42
508,0,internal_ratio_sensitivity,42
509,0,internal_ratio_sensitivity,42
510,0,internal_ratio_sensitivity,42
511,0,internal_ratio_sensitivity,42
512,0,internal_ratio_sensitivity,42
513,0,internal_ratio_sensitivity,42
514,0,internal_ratio_sensitivity,42
515,0,internal_ratio_sensitivity,42
516,0,internal_ratio_sensitivity,42
517,0,internal_ratio_sensitivity,43
518,0,internal_ratio_sensitivity,43
519,0,internal_ratio_sensitivity,43
520,0,internal_ratio_sensitivity,43
521,0,internal_ratio_sensitivity,43
522,0,internal_ratio_sensitivity,43
523,0,internal_ratio_sensitivity,43
524,0,internal_ratio_sensitivity,43
525,0,internal_ratio_sensitivity,43
526,0,internal_ratio_sensitivity,43
527,0,internal_ratio_sensitivity,44
528,0,internal_ratio_sensitivity,44
529,0,internal_ratio_sensitivity,44
530,0,internal_ratio_sensitivity,44
531,0,internal_ratio_sensitivity,44
532,0,internal_ratio_sensitivity,44
533,0,internal_ratio_sensitivity,44
534,0,internal_ratio_sensitivity,44
535,0,internal_ratio_sensitivity,44
536,0,internal_ratio_sensitivity,44
537,0,internal_ratio_sensitivity,45
538,0,internal_ratio_sensitivity,45
539,0,internal_ratio_sensitivity,45
540,0,internal_ratio_sensitivity,45
541,0,internal_ratio_sensitivity,45
542,0,internal_ratio_sensitivity,45
543,0,internal_ratio_sensitivity,45
544,0,internal_ratio_sensitivity,45
545,0,internal_ratio_sensitivity,45
546,0,internal_ratio_sensitivity,45
547,0,internal_ratio_sensitivity,46
548,0,internal_ratio_sensitivity,46
549,0,internal_ratio_sensitivity,46
550,0,internal_ratio_sensitivity,46
551,0,internal_ratio_sensitivity,46
552,0,internal_ratio_sensitivity,46
553,0,internal_ratio_sensitivity,46
554,0,internal_ratio_sensitivity,46
555,0,internal_ratio_sensitivity,46
556,0,internal_ratio_sensitivity,46
557,0,internal_ratio_sensitivity,47
558,0,internal_ratio_sensitivity,47
559,0,internal_ratio_sensitivity,47
560,0,internal_ratio_sensitivity,47
561,0,internal_ratio_sensitivity,47
562,0,internal_ratio_sensitivity,47
563,0,internal_ratio_sensitivity,47
564,0,internal_ratio_sensitivity,47
565,0,internal_ratio_sensitivity,47
566,0,internal_ratio_sensitivity,47
567,0,internal_ratio_sensitivity,48
568,0,internal_ratio_sensitivity,48
569,0,internal_ratio_sensitivity,48
570,0,internal_ratio_sensitivity,48
571,0,internal_ratio_sensitivity,48
572,0,internal_ratio_sensitivity,48
573,0,internal_ratio_sensitivity,48
574,0,internal_ratio_sensitivity,48
575,0,internal_ratio_sensitivity,48
576,0,internal_ratio_sensitivity,48
577,0,internal_ratio_sensitivity,49
578,0,internal_ratio_sensitivity,49
579,0,internal_ratio_sensitivity,49
580,0,internal_ratio_sensitivity,49
581,0,internal_ratio_sensitivity,49
582,0,internal_ratio_sensitivity,49
583,0,internal_ratio_sensitivity,49
584,0,internal_ratio_sensitivity,49
585,0,internal_ratio_sensitivity,49
586,0,internal_ratio_sensitivity,49
587,0,internal_ratio_sensitivity,50
588,0,internal_ratio_sensitivity,50
589,0,internal_ratio_sensitivity,50
590,0,internal_ratio_sensitivity,50
591,0,internal_ratio_sensitivity,50
592,0,internal_ratio_sensitivity,50
593,0,internal_ratio_sensitivity,50
594,0,internal_ratio_sensitivity,50
595,0,internal_ratio_sensitivity,50
596,0,internal_ratio_sensitivity,50
597,0,internal_ratio_sensitivity,51
598,0,internal_ratio_sensitivity,51
599,0,internal_ratio_sensitivity,51
600,0,internal_ratio_sensitivity,51
601,0,internal_ratio_sensitivity,51
602,0,internal_ratio_sensitivity,51
603,0,internal_ratio_sensitivity,51
604,0,internal_ratio_sensitivity,51
605,0,internal_ratio_sensitivity,51
606,0,internal_ratio_sensitivity,51
607,0,internal_ratio_sensitivity,52
608,0,internal_ratio_sensitivity,52
609,0,internal_ratio_sensitivity,52
610,0,internal_ratio_sensitivity,52
611,0,internal_ratio_sensitivity,52
612,0,internal_ratio_sensitivity,52
613,0,internal_ratio_sensitivity,52
614,0,internal_ratio_sensitivity,52
615,0,internal_ratio_sensitivity,52
616,0,internal_ratio_sensitivity,52
617,0,internal_ratio_sensitivity,53
618,0,internal_ratio_sensitivity,53
619,0,internal_ratio_sensitivity,53
620,0,internal_ratio_sensitivity,53
621,0,internal_ratio_sensitivity,53
622,0,internal_ratio_sensitivity,53
623,0,internal_ratio_sensitivity,53
624,0,internal_ratio_sensitivity,53
625,0,internal_ratio_sensitivity,53
626,0,internal_ratio_sensitivity,53
627,0,internal_ratio_sensitivity,54
628,0,internal_ratio_sensitivity,54
629,0,internal_ratio_sensitivity,54
630,0,internal_ratio_sensitivity,54
631,0,internal_ratio_sensitivity,54
632,0,internal_ratio_sensitivity,54
633,0,internal_ratio_sensitivity,54
634,0,internal_ratio_sensitivity,54
635,0,internal_ratio_sensitivity,54
636,0,internal_ratio_sensitivity,54
637,0,internal_ratio_sensitivity,55
638,0,internal_ratio_sensitivity,55
639,0,internal_ratio_sensitivity,55
640,0,internal_ratio_sensitivity,55
641,0,internal_ratio_sensitivity,55
642,0,internal_ratio_sensitivity,55
643,0,internal_ratio_sensitivity,55
644,0,internal_ratio_sensitivity,55
645,0,internal_ratio_sensitivity,55
646,0,internal_ratio_sensitivity,55
647,0,internal_ratio_sensitivity,56
648,0,internal_ratio_sensitivity,56
649,0,internal_ratio_sensitivity,56
650,0,internal_ratio_sensitivity,56
651,0,internal_ratio_sensitivity,56
652,0,internal_ratio_sensitivity,56
653,0,internal_ratio_sensitivity,56
654,0,internal_ratio_sensitivity,56
655,0,internal_ratio_sensitivity,56
656,0,internal_ratio_sensitivity,56
657,0,internal_ratio_sensitivity,57
658,0,internal_ratio_sensitivity,57
659,0,internal_ratio_sensitivity,57
660,0,internal_ratio_sensitivity,57
661,0,internal_ratio_sensitivity,57
662,0,internal_ratio_sensitivity,57
663,0,internal_ratio_sensitivity,57
664,0,internal_ratio_sensitivity,57
665,0,internal_ratio_sensitivity,57
666,0,internal_ratio_sensitivity,57
667,0,internal_ratio_sensitivity,58
668,0,internal_ratio_sensitivity,58
669,0,internal_ratio_sensitivity,58
670,0,internal_ratio_sensitivity,58
671,0,internal_ratio_sensitivity,58
672,0,internal_ratio_sensitivity,58
673,0,internal_ratio_sensitivity,58
674,0,internal_ratio_sensitivity,58
675,0,internal_ratio_sensitivity,58
676,0,internal_ratio_sensitivity,58
677,0,internal_ratio_sensitivity,59
678,0,internal_ratio_sensitivity,59
679,0,internal_ratio_sensitivity,59
680,0,internal_ratio_sensitivity,59
681,0,internal_ratio_sensitivity,59
682,0,internal_ratio_sensitivity,59
683,0,internal_ratio_sensitivity,59
684,0,internal_ratio_sensitivity,59
685,0,internal_ratio_sensitivity,59
686,0,internal_ratio_sensitivity,59
687,0,internal_ratio_sensitivity,60
688,0,internal_ratio_sensitivity,60
689,0,internal_ratio_sensitivity,60
690,0,internal_ratio_sensitivity,60
691,0,internal_ratio_sensitivity,60
692,0,internal_ratio_sensitivity,60
693,0,internal_ratio_sensitivity,60
694,0,internal_ratio_sensitivity,60
695,0,internal_ratio_sensitivity,60
696,0,internal_ratio_sensitivity,60
697,0,internal_ratio_sensitivity,61
698,0,internal_ratio_sensitivity,61
699,0,internal_ratio_sensitivity,61
700,0,internal_ratio_sensitivity,61
701,0,internal_ratio_sensitivity,61
702,0,internal_ratio_sensitivity,61
703,0,internal_ratio_sensitivity,61
704,0,internal_ratio_sensitivity,61
705,0,internal_ratio_sensitivity,61
706,0,internal_ratio_sensitivity,61
707,0,internal_ratio_sensitivity,62
708,0,internal_ratio_sensitivity,62
709,0,internal_ratio_sensitivity,62
710,0,internal_ratio_sensitivity,62
711,0,internal_ratio_sensitivity,62
712,0,internal_ratio_sensitivity,62
713,0,internal_ratio_sensitivity,62
714,0,internal_ratio_sensitivity,62
715,0,internal_ratio_sensitivity,62
716,0,internal_ratio_sensitivity,62
717,0,internal_ratio_sensitivity,63
718,0,internal_ratio_sensitivity,63
719,0,internal_ratio_sensitivity,63
720,0,internal_ratio_sensitivity,63
721,0,internal_ratio_sensitivity,63
722,0,internal_ratio_sensitivity,63
723,0,internal_ratio_sensitivity,63
724,0,internal_ratio_sensitivity,63
725,0,internal_ratio_sensitivity,63
726,0,internal_ratio_sensitivity,63
727,0,internal_ratio_sensitivity,64
728,0,internal_ratio_sensitivity,64
729,0,internal_ratio_sensitivity,64
730,0,internal_ratio_sensitivity,64
731,0,internal_ratio_sensitivity,64
732,0,internal_ratio_sensitivity,64
733,0,internal_ratio_sensitivity,64
734,0,internal_ratio_sensitivity,64
735,0,internal_ratio_sensitivity,64
